ID,pot_type,strat,rep,config,rowcol,row,col,seed,density,taxa,harvest,potnumber
6_high_quarterB_Hm.Pv_3_late,Hm.Pv,6,3,quarterB,d.1,d,1,1,high,P.virginiana,late,125
6_high_quarterB_Hm.Pv_3_late,Hm.Pv,6,3,quarterB,d.3,d,3,1,high,P.virginiana,late,125
6_high_quarterB_Hm.Pv_3_late,Hm.Pv,6,3,quarterB,d.5,d,5,0,high,H.matronalis,late,125
6_high_quarterB_Hm.Pv_3_late,Hm.Pv,6,3,quarterB,e.2,e,2,1,high,P.virginiana,late,125
6_high_quarterB_Hm.Pv_3_late,Hm.Pv,6,3,quarterB,e.4,e,4,1,high,P.virginiana,late,125
6_high_quarterB_Hm.Pv_3_late,Hm.Pv,6,3,quarterB,e.6,e,6,1,high,P.virginiana,late,125
6_high_quarterB_Hm.Pv_3_late,Hm.Pv,6,3,quarterB,f.3,f,3,0,high,H.matronalis,late,125
6_high_quarterB_Hm.Pv_3_late,Hm.Pv,6,3,quarterB,f.5,f,5,1,high,P.virginiana,late,125
6_high_even_Hm.Pv_3_late,Hm.Pv,6,3,even,a.2,a,2,1,high,P.virginiana,late,126
6_high_even_Hm.Pv_3_late,Hm.Pv,6,3,even,a.4,a,4,0,high,H.matronalis,late,126
6_high_even_Hm.Pv_3_late,Hm.Pv,6,3,even,b.1,b,1,1,high,P.virginiana,late,126
6_high_even_Hm.Pv_3_late,Hm.Pv,6,3,even,b.3,b,3,1,high,P.virginiana,late,126
6_high_even_Hm.Pv_3_late,Hm.Pv,6,3,even,b.5,b,5,1,high,P.virginiana,late,126
6_high_even_Hm.Pv_3_late,Hm.Pv,6,3,even,c.2,c,2,0,high,H.matronalis,late,126
6_high_even_Hm.Pv_3_late,Hm.Pv,6,3,even,c.4,c,4,0,high,H.matronalis,late,126
6_high_even_Hm.Pv_3_late,Hm.Pv,6,3,even,c.6,c,6,1,high,P.virginiana,late,126
6_high_even_Hm.Pv_3_late,Hm.Pv,6,3,even,d.1,d,1,1,high,P.virginiana,late,126
6_high_even_Hm.Pv_3_late,Hm.Pv,6,3,even,d.3,d,3,0,high,H.matronalis,late,126
6_high_even_Hm.Pv_3_late,Hm.Pv,6,3,even,d.5,d,5,0,high,H.matronalis,late,126
6_high_even_Hm.Pv_3_late,Hm.Pv,6,3,even,e.2,e,2,0,high,H.matronalis,late,126
6_high_even_Hm.Pv_3_late,Hm.Pv,6,3,even,e.4,e,4,1,high,P.virginiana,late,126
6_high_even_Hm.Pv_3_late,Hm.Pv,6,3,even,e.6,e,6,0,high,H.matronalis,late,126
6_high_even_Hm.Pv_3_late,Hm.Pv,6,3,even,f.3,f,3,0,high,H.matronalis,late,126
6_high_even_Hm.Pv_3_late,Hm.Pv,6,3,even,f.5,f,5,1,high,P.virginiana,late,126
6_low_monoA_Cc.Hm_1_late,Cc.Hm,6,1,monoA,a.2,a,2,1,low,C.canadensis,late,127
6_low_monoA_Cc.Hm_1_late,Cc.Hm,6,1,monoA,a.5,a,5,1,low,C.canadensis,late,127
6_low_monoA_Cc.Hm_1_late,Cc.Hm,6,1,monoA,c.1,c,1,1,low,C.canadensis,late,127
6_low_monoA_Cc.Hm_1_late,Cc.Hm,6,1,monoA,c.3,c,3,1,low,C.canadensis,late,127
6_low_monoA_Cc.Hm_1_late,Cc.Hm,6,1,monoA,c.6,c,6,1,low,C.canadensis,late,127
6_low_monoA_Cc.Hm_1_late,Cc.Hm,6,1,monoA,e.1,e,1,1,low,C.canadensis,late,127
6_low_monoA_Cc.Hm_1_late,Cc.Hm,6,1,monoA,e.4,e,4,1,low,C.canadensis,late,127
6_low_monoA_Cc.Hm_1_late,Cc.Hm,6,1,monoA,e.6,e,6,1,low,C.canadensis,late,127
6_low_monoB_Cc.Hm_1_late,Cc.Hm,6,1,monoB,a.2,a,2,0,low,H.matronalis,late,128
6_low_monoB_Cc.Hm_1_late,Cc.Hm,6,1,monoB,a.5,a,5,0,low,H.matronalis,late,128
6_low_monoB_Cc.Hm_1_late,Cc.Hm,6,1,monoB,c.1,c,1,0,low,H.matronalis,late,128
6_low_monoB_Cc.Hm_1_late,Cc.Hm,6,1,monoB,c.3,c,3,0,low,H.matronalis,late,128
6_low_monoB_Cc.Hm_1_late,Cc.Hm,6,1,monoB,c.6,c,6,0,low,H.matronalis,late,128
6_low_monoB_Cc.Hm_1_late,Cc.Hm,6,1,monoB,e.1,e,1,0,low,H.matronalis,late,128
6_low_monoB_Cc.Hm_1_late,Cc.Hm,6,1,monoB,e.4,e,4,0,low,H.matronalis,late,128
6_low_monoB_Cc.Hm_1_late,Cc.Hm,6,1,monoB,e.6,e,6,0,low,H.matronalis,late,128
6_low_quarterA_Cc.Hm_1_late,Cc.Hm,6,1,quarterA,a.2,a,2,0,low,H.matronalis,late,129
6_low_quarterA_Cc.Hm_1_late,Cc.Hm,6,1,quarterA,a.5,a,5,0,low,H.matronalis,late,129
6_low_quarterA_Cc.Hm_1_late,Cc.Hm,6,1,quarterA,c.1,c,1,0,low,H.matronalis,late,129
6_low_quarterA_Cc.Hm_1_late,Cc.Hm,6,1,quarterA,c.3,c,3,1,low,C.canadensis,late,129
6_low_quarterA_Cc.Hm_1_late,Cc.Hm,6,1,quarterA,c.6,c,6,0,low,H.matronalis,late,129
6_low_quarterA_Cc.Hm_1_late,Cc.Hm,6,1,quarterA,e.1,e,1,1,low,C.canadensis,late,129
6_low_quarterA_Cc.Hm_1_late,Cc.Hm,6,1,quarterA,e.4,e,4,1,low,C.canadensis,late,129
6_low_quarterA_Cc.Hm_1_late,Cc.Hm,6,1,quarterA,e.6,e,6,0,low,H.matronalis,late,129
6_low_quarterB_Cc.Hm_1_late,Cc.Hm,6,1,quarterB,a.2,a,2,0,low,H.matronalis,late,130
6_low_quarterB_Cc.Hm_1_late,Cc.Hm,6,1,quarterB,a.5,a,5,1,low,C.canadensis,late,130
6_low_quarterB_Cc.Hm_1_late,Cc.Hm,6,1,quarterB,c.1,c,1,0,low,H.matronalis,late,130
6_low_quarterB_Cc.Hm_1_late,Cc.Hm,6,1,quarterB,c.3,c,3,1,low,C.canadensis,late,130
6_low_quarterB_Cc.Hm_1_late,Cc.Hm,6,1,quarterB,c.6,c,6,1,low,C.canadensis,late,130
6_low_quarterB_Cc.Hm_1_late,Cc.Hm,6,1,quarterB,e.1,e,1,1,low,C.canadensis,late,130
6_low_quarterB_Cc.Hm_1_late,Cc.Hm,6,1,quarterB,e.4,e,4,1,low,C.canadensis,late,130
6_low_quarterB_Cc.Hm_1_late,Cc.Hm,6,1,quarterB,e.6,e,6,0,low,H.matronalis,late,130
6_low_monoA_Cc.Hm_2_late,Cc.Hm,6,2,monoA,a.2,a,2,1,low,C.canadensis,late,131
6_low_monoA_Cc.Hm_2_late,Cc.Hm,6,2,monoA,a.5,a,5,1,low,C.canadensis,late,131
6_low_monoA_Cc.Hm_2_late,Cc.Hm,6,2,monoA,c.1,c,1,1,low,C.canadensis,late,131
6_low_monoA_Cc.Hm_2_late,Cc.Hm,6,2,monoA,c.3,c,3,1,low,C.canadensis,late,131
6_low_monoA_Cc.Hm_2_late,Cc.Hm,6,2,monoA,c.6,c,6,1,low,C.canadensis,late,131
6_low_monoA_Cc.Hm_2_late,Cc.Hm,6,2,monoA,e.1,e,1,1,low,C.canadensis,late,131
6_low_monoA_Cc.Hm_2_late,Cc.Hm,6,2,monoA,e.4,e,4,1,low,C.canadensis,late,131
6_low_monoA_Cc.Hm_2_late,Cc.Hm,6,2,monoA,e.6,e,6,1,low,C.canadensis,late,131
6_low_monoB_Cc.Hm_2_late,Cc.Hm,6,2,monoB,a.2,a,2,0,low,H.matronalis,late,132
6_low_monoB_Cc.Hm_2_late,Cc.Hm,6,2,monoB,a.5,a,5,0,low,H.matronalis,late,132
6_low_monoB_Cc.Hm_2_late,Cc.Hm,6,2,monoB,c.1,c,1,0,low,H.matronalis,late,132
6_low_monoB_Cc.Hm_2_late,Cc.Hm,6,2,monoB,c.3,c,3,0,low,H.matronalis,late,132
6_low_monoB_Cc.Hm_2_late,Cc.Hm,6,2,monoB,c.6,c,6,0,low,H.matronalis,late,132
6_low_monoB_Cc.Hm_2_late,Cc.Hm,6,2,monoB,e.1,e,1,0,low,H.matronalis,late,132
6_low_monoB_Cc.Hm_2_late,Cc.Hm,6,2,monoB,e.4,e,4,0,low,H.matronalis,late,132
6_low_monoB_Cc.Hm_2_late,Cc.Hm,6,2,monoB,e.6,e,6,0,low,H.matronalis,late,132
6_low_quarterA_Cc.Hm_2_late,Cc.Hm,6,2,quarterA,a.2,a,2,1,low,C.canadensis,late,133
6_low_quarterA_Cc.Hm_2_late,Cc.Hm,6,2,quarterA,a.5,a,5,0,low,H.matronalis,late,133
6_low_quarterA_Cc.Hm_2_late,Cc.Hm,6,2,quarterA,c.1,c,1,0,low,H.matronalis,late,133
6_low_quarterA_Cc.Hm_2_late,Cc.Hm,6,2,quarterA,c.3,c,3,1,low,C.canadensis,late,133
6_low_quarterA_Cc.Hm_2_late,Cc.Hm,6,2,quarterA,c.6,c,6,0,low,H.matronalis,late,133
6_low_quarterA_Cc.Hm_2_late,Cc.Hm,6,2,quarterA,e.1,e,1,0,low,H.matronalis,late,133
6_low_quarterA_Cc.Hm_2_late,Cc.Hm,6,2,quarterA,e.4,e,4,1,low,C.canadensis,late,133
6_low_quarterA_Cc.Hm_2_late,Cc.Hm,6,2,quarterA,e.6,e,6,0,low,H.matronalis,late,133
6_low_quarterB_Cc.Hm_2_late,Cc.Hm,6,2,quarterB,a.2,a,2,1,low,C.canadensis,late,134
6_low_quarterB_Cc.Hm_2_late,Cc.Hm,6,2,quarterB,a.5,a,5,1,low,C.canadensis,late,134
6_low_quarterB_Cc.Hm_2_late,Cc.Hm,6,2,quarterB,c.1,c,1,1,low,C.canadensis,late,134
6_low_quarterB_Cc.Hm_2_late,Cc.Hm,6,2,quarterB,c.3,c,3,0,low,H.matronalis,late,134
6_low_quarterB_Cc.Hm_2_late,Cc.Hm,6,2,quarterB,c.6,c,6,0,low,H.matronalis,late,134
6_low_quarterB_Cc.Hm_2_late,Cc.Hm,6,2,quarterB,e.1,e,1,0,low,H.matronalis,late,134
6_low_quarterB_Cc.Hm_2_late,Cc.Hm,6,2,quarterB,e.4,e,4,1,low,C.canadensis,late,134
6_low_quarterB_Cc.Hm_2_late,Cc.Hm,6,2,quarterB,e.6,e,6,1,low,C.canadensis,late,134
6_low_monoA_Cc.Hm_3_late,Cc.Hm,6,3,monoA,a.2,a,2,1,low,C.canadensis,late,135
6_low_monoA_Cc.Hm_3_late,Cc.Hm,6,3,monoA,a.5,a,5,1,low,C.canadensis,late,135
6_low_monoA_Cc.Hm_3_late,Cc.Hm,6,3,monoA,c.1,c,1,1,low,C.canadensis,late,135
6_low_monoA_Cc.Hm_3_late,Cc.Hm,6,3,monoA,c.3,c,3,1,low,C.canadensis,late,135
6_low_monoA_Cc.Hm_3_late,Cc.Hm,6,3,monoA,c.6,c,6,1,low,C.canadensis,late,135
6_low_monoA_Cc.Hm_3_late,Cc.Hm,6,3,monoA,e.1,e,1,1,low,C.canadensis,late,135
6_low_monoA_Cc.Hm_3_late,Cc.Hm,6,3,monoA,e.4,e,4,1,low,C.canadensis,late,135
6_low_monoA_Cc.Hm_3_late,Cc.Hm,6,3,monoA,e.6,e,6,1,low,C.canadensis,late,135
6_low_monoB_Cc.Hm_3_late,Cc.Hm,6,3,monoB,a.2,a,2,0,low,H.matronalis,late,136
6_low_monoB_Cc.Hm_3_late,Cc.Hm,6,3,monoB,a.5,a,5,0,low,H.matronalis,late,136
6_low_monoB_Cc.Hm_3_late,Cc.Hm,6,3,monoB,c.1,c,1,0,low,H.matronalis,late,136
6_low_monoB_Cc.Hm_3_late,Cc.Hm,6,3,monoB,c.3,c,3,0,low,H.matronalis,late,136
6_low_monoB_Cc.Hm_3_late,Cc.Hm,6,3,monoB,c.6,c,6,0,low,H.matronalis,late,136
6_low_monoB_Cc.Hm_3_late,Cc.Hm,6,3,monoB,e.1,e,1,0,low,H.matronalis,late,136
6_low_monoB_Cc.Hm_3_late,Cc.Hm,6,3,monoB,e.4,e,4,0,low,H.matronalis,late,136
6_low_monoB_Cc.Hm_3_late,Cc.Hm,6,3,monoB,e.6,e,6,0,low,H.matronalis,late,136
6_low_quarterA_Cc.Hm_3_late,Cc.Hm,6,3,quarterA,a.2,a,2,1,low,C.canadensis,late,137
6_low_quarterA_Cc.Hm_3_late,Cc.Hm,6,3,quarterA,a.5,a,5,0,low,H.matronalis,late,137
6_low_quarterA_Cc.Hm_3_late,Cc.Hm,6,3,quarterA,c.1,c,1,1,low,C.canadensis,late,137
6_low_quarterA_Cc.Hm_3_late,Cc.Hm,6,3,quarterA,c.3,c,3,0,low,H.matronalis,late,137
6_low_quarterA_Cc.Hm_3_late,Cc.Hm,6,3,quarterA,c.6,c,6,1,low,C.canadensis,late,137
6_low_quarterA_Cc.Hm_3_late,Cc.Hm,6,3,quarterA,e.1,e,1,0,low,H.matronalis,late,137
6_low_quarterA_Cc.Hm_3_late,Cc.Hm,6,3,quarterA,e.4,e,4,0,low,H.matronalis,late,137
6_low_quarterA_Cc.Hm_3_late,Cc.Hm,6,3,quarterA,e.6,e,6,0,low,H.matronalis,late,137
6_low_quarterB_Cc.Hm_3_late,Cc.Hm,6,3,quarterB,a.2,a,2,0,low,H.matronalis,late,138
6_low_quarterB_Cc.Hm_3_late,Cc.Hm,6,3,quarterB,a.5,a,5,1,low,C.canadensis,late,138
6_low_quarterB_Cc.Hm_3_late,Cc.Hm,6,3,quarterB,c.1,c,1,1,low,C.canadensis,late,138
6_low_quarterB_Cc.Hm_3_late,Cc.Hm,6,3,quarterB,c.3,c,3,1,low,C.canadensis,late,138
6_low_quarterB_Cc.Hm_3_late,Cc.Hm,6,3,quarterB,c.6,c,6,0,low,H.matronalis,late,138
6_low_quarterB_Cc.Hm_3_late,Cc.Hm,6,3,quarterB,e.1,e,1,0,low,H.matronalis,late,138
6_low_quarterB_Cc.Hm_3_late,Cc.Hm,6,3,quarterB,e.4,e,4,1,low,C.canadensis,late,138
6_low_quarterB_Cc.Hm_3_late,Cc.Hm,6,3,quarterB,e.6,e,6,1,low,C.canadensis,late,138
6_low_monoA_Cc.Pv_1_late,Cc.Pv,6,1,monoA,a.2,a,2,1,low,C.canadensis,late,139
6_low_monoA_Cc.Pv_1_late,Cc.Pv,6,1,monoA,a.5,a,5,1,low,C.canadensis,late,139
6_low_monoA_Cc.Pv_1_late,Cc.Pv,6,1,monoA,c.1,c,1,1,low,C.canadensis,late,139
6_low_monoA_Cc.Pv_1_late,Cc.Pv,6,1,monoA,c.3,c,3,1,low,C.canadensis,late,139
6_low_monoA_Cc.Pv_1_late,Cc.Pv,6,1,monoA,c.6,c,6,1,low,C.canadensis,late,139
6_low_monoA_Cc.Pv_1_late,Cc.Pv,6,1,monoA,e.1,e,1,1,low,C.canadensis,late,139
6_low_monoA_Cc.Pv_1_late,Cc.Pv,6,1,monoA,e.4,e,4,1,low,C.canadensis,late,139
6_low_monoA_Cc.Pv_1_late,Cc.Pv,6,1,monoA,e.6,e,6,1,low,C.canadensis,late,139
6_low_monoB_Cc.Pv_1_late,Cc.Pv,6,1,monoB,a.2,a,2,0,low,P.virginiana,late,140
6_low_monoB_Cc.Pv_1_late,Cc.Pv,6,1,monoB,a.5,a,5,0,low,P.virginiana,late,140
6_low_monoB_Cc.Pv_1_late,Cc.Pv,6,1,monoB,c.1,c,1,0,low,P.virginiana,late,140
6_low_monoB_Cc.Pv_1_late,Cc.Pv,6,1,monoB,c.3,c,3,0,low,P.virginiana,late,140
6_low_monoB_Cc.Pv_1_late,Cc.Pv,6,1,monoB,c.6,c,6,0,low,P.virginiana,late,140
6_low_monoB_Cc.Pv_1_late,Cc.Pv,6,1,monoB,e.1,e,1,0,low,P.virginiana,late,140
6_low_monoB_Cc.Pv_1_late,Cc.Pv,6,1,monoB,e.4,e,4,0,low,P.virginiana,late,140
6_low_monoB_Cc.Pv_1_late,Cc.Pv,6,1,monoB,e.6,e,6,0,low,P.virginiana,late,140
6_low_quarterA_Cc.Pv_1_late,Cc.Pv,6,1,quarterA,a.2,a,2,0,low,P.virginiana,late,141
6_low_quarterA_Cc.Pv_1_late,Cc.Pv,6,1,quarterA,a.5,a,5,0,low,P.virginiana,late,141
6_low_quarterA_Cc.Pv_1_late,Cc.Pv,6,1,quarterA,c.1,c,1,1,low,C.canadensis,late,141
6_low_quarterA_Cc.Pv_1_late,Cc.Pv,6,1,quarterA,c.3,c,3,0,low,P.virginiana,late,141
6_low_quarterA_Cc.Pv_1_late,Cc.Pv,6,1,quarterA,c.6,c,6,1,low,C.canadensis,late,141
6_low_quarterA_Cc.Pv_1_late,Cc.Pv,6,1,quarterA,e.1,e,1,1,low,C.canadensis,late,141
6_low_quarterA_Cc.Pv_1_late,Cc.Pv,6,1,quarterA,e.4,e,4,0,low,P.virginiana,late,141
6_low_quarterA_Cc.Pv_1_late,Cc.Pv,6,1,quarterA,e.6,e,6,0,low,P.virginiana,late,141
6_low_quarterB_Cc.Pv_1_late,Cc.Pv,6,1,quarterB,a.2,a,2,1,low,C.canadensis,late,142
6_low_quarterB_Cc.Pv_1_late,Cc.Pv,6,1,quarterB,a.5,a,5,0,low,P.virginiana,late,142
6_low_quarterB_Cc.Pv_1_late,Cc.Pv,6,1,quarterB,c.1,c,1,1,low,C.canadensis,late,142
6_low_quarterB_Cc.Pv_1_late,Cc.Pv,6,1,quarterB,c.3,c,3,0,low,P.virginiana,late,142
6_low_quarterB_Cc.Pv_1_late,Cc.Pv,6,1,quarterB,c.6,c,6,1,low,C.canadensis,late,142
6_low_quarterB_Cc.Pv_1_late,Cc.Pv,6,1,quarterB,e.1,e,1,1,low,C.canadensis,late,142
6_low_quarterB_Cc.Pv_1_late,Cc.Pv,6,1,quarterB,e.4,e,4,1,low,C.canadensis,late,142
6_low_quarterB_Cc.Pv_1_late,Cc.Pv,6,1,quarterB,e.6,e,6,0,low,P.virginiana,late,142
6_low_monoA_Cc.Pv_2_late,Cc.Pv,6,2,monoA,a.2,a,2,1,low,C.canadensis,late,143
6_low_monoA_Cc.Pv_2_late,Cc.Pv,6,2,monoA,a.5,a,5,1,low,C.canadensis,late,143
6_low_monoA_Cc.Pv_2_late,Cc.Pv,6,2,monoA,c.1,c,1,1,low,C.canadensis,late,143
6_low_monoA_Cc.Pv_2_late,Cc.Pv,6,2,monoA,c.3,c,3,1,low,C.canadensis,late,143
6_low_monoA_Cc.Pv_2_late,Cc.Pv,6,2,monoA,c.6,c,6,1,low,C.canadensis,late,143
6_low_monoA_Cc.Pv_2_late,Cc.Pv,6,2,monoA,e.1,e,1,1,low,C.canadensis,late,143
6_low_monoA_Cc.Pv_2_late,Cc.Pv,6,2,monoA,e.4,e,4,1,low,C.canadensis,late,143
6_low_monoA_Cc.Pv_2_late,Cc.Pv,6,2,monoA,e.6,e,6,1,low,C.canadensis,late,143
6_low_monoB_Cc.Pv_2_late,Cc.Pv,6,2,monoB,a.2,a,2,0,low,P.virginiana,late,144
6_low_monoB_Cc.Pv_2_late,Cc.Pv,6,2,monoB,a.5,a,5,0,low,P.virginiana,late,144
6_low_monoB_Cc.Pv_2_late,Cc.Pv,6,2,monoB,c.1,c,1,0,low,P.virginiana,late,144
6_low_monoB_Cc.Pv_2_late,Cc.Pv,6,2,monoB,c.3,c,3,0,low,P.virginiana,late,144
6_low_monoB_Cc.Pv_2_late,Cc.Pv,6,2,monoB,c.6,c,6,0,low,P.virginiana,late,144
6_low_monoB_Cc.Pv_2_late,Cc.Pv,6,2,monoB,e.1,e,1,0,low,P.virginiana,late,144
6_low_monoB_Cc.Pv_2_late,Cc.Pv,6,2,monoB,e.4,e,4,0,low,P.virginiana,late,144
6_low_monoB_Cc.Pv_2_late,Cc.Pv,6,2,monoB,e.6,e,6,0,low,P.virginiana,late,144
6_low_quarterA_Cc.Pv_2_late,Cc.Pv,6,2,quarterA,a.2,a,2,0,low,P.virginiana,late,145
6_low_quarterA_Cc.Pv_2_late,Cc.Pv,6,2,quarterA,a.5,a,5,0,low,P.virginiana,late,145
6_low_quarterA_Cc.Pv_2_late,Cc.Pv,6,2,quarterA,c.1,c,1,0,low,P.virginiana,late,145
6_low_quarterA_Cc.Pv_2_late,Cc.Pv,6,2,quarterA,c.3,c,3,1,low,C.canadensis,late,145
6_low_quarterA_Cc.Pv_2_late,Cc.Pv,6,2,quarterA,c.6,c,6,1,low,C.canadensis,late,145
6_low_quarterA_Cc.Pv_2_late,Cc.Pv,6,2,quarterA,e.1,e,1,0,low,P.virginiana,late,145
6_low_quarterA_Cc.Pv_2_late,Cc.Pv,6,2,quarterA,e.4,e,4,1,low,C.canadensis,late,145
6_low_quarterA_Cc.Pv_2_late,Cc.Pv,6,2,quarterA,e.6,e,6,0,low,P.virginiana,late,145
6_low_quarterB_Cc.Pv_2_late,Cc.Pv,6,2,quarterB,a.2,a,2,1,low,C.canadensis,late,146
6_low_quarterB_Cc.Pv_2_late,Cc.Pv,6,2,quarterB,a.5,a,5,0,low,P.virginiana,late,146
6_low_quarterB_Cc.Pv_2_late,Cc.Pv,6,2,quarterB,c.1,c,1,0,low,P.virginiana,late,146
6_low_quarterB_Cc.Pv_2_late,Cc.Pv,6,2,quarterB,c.3,c,3,1,low,C.canadensis,late,146
6_low_quarterB_Cc.Pv_2_late,Cc.Pv,6,2,quarterB,c.6,c,6,1,low,C.canadensis,late,146
6_low_quarterB_Cc.Pv_2_late,Cc.Pv,6,2,quarterB,e.1,e,1,0,low,P.virginiana,late,146
6_low_quarterB_Cc.Pv_2_late,Cc.Pv,6,2,quarterB,e.4,e,4,1,low,C.canadensis,late,146
6_low_quarterB_Cc.Pv_2_late,Cc.Pv,6,2,quarterB,e.6,e,6,1,low,C.canadensis,late,146
6_low_monoA_Cc.Pv_3_late,Cc.Pv,6,3,monoA,a.2,a,2,1,low,C.canadensis,late,147
6_low_monoA_Cc.Pv_3_late,Cc.Pv,6,3,monoA,a.5,a,5,1,low,C.canadensis,late,147
6_low_monoA_Cc.Pv_3_late,Cc.Pv,6,3,monoA,c.1,c,1,1,low,C.canadensis,late,147
6_low_monoA_Cc.Pv_3_late,Cc.Pv,6,3,monoA,c.3,c,3,1,low,C.canadensis,late,147
6_low_monoA_Cc.Pv_3_late,Cc.Pv,6,3,monoA,c.6,c,6,1,low,C.canadensis,late,147
6_low_monoA_Cc.Pv_3_late,Cc.Pv,6,3,monoA,e.1,e,1,1,low,C.canadensis,late,147
6_low_monoA_Cc.Pv_3_late,Cc.Pv,6,3,monoA,e.4,e,4,1,low,C.canadensis,late,147
6_low_monoA_Cc.Pv_3_late,Cc.Pv,6,3,monoA,e.6,e,6,1,low,C.canadensis,late,147
6_low_monoB_Cc.Pv_3_late,Cc.Pv,6,3,monoB,a.2,a,2,0,low,P.virginiana,late,148
6_low_monoB_Cc.Pv_3_late,Cc.Pv,6,3,monoB,a.5,a,5,0,low,P.virginiana,late,148
6_low_monoB_Cc.Pv_3_late,Cc.Pv,6,3,monoB,c.1,c,1,0,low,P.virginiana,late,148
6_low_monoB_Cc.Pv_3_late,Cc.Pv,6,3,monoB,c.3,c,3,0,low,P.virginiana,late,148
6_low_monoB_Cc.Pv_3_late,Cc.Pv,6,3,monoB,c.6,c,6,0,low,P.virginiana,late,148
6_low_monoB_Cc.Pv_3_late,Cc.Pv,6,3,monoB,e.1,e,1,0,low,P.virginiana,late,148
6_low_monoB_Cc.Pv_3_late,Cc.Pv,6,3,monoB,e.4,e,4,0,low,P.virginiana,late,148
6_low_monoB_Cc.Pv_3_late,Cc.Pv,6,3,monoB,e.6,e,6,0,low,P.virginiana,late,148
6_low_quarterA_Cc.Pv_3_late,Cc.Pv,6,3,quarterA,a.2,a,2,1,low,C.canadensis,late,149
6_low_quarterA_Cc.Pv_3_late,Cc.Pv,6,3,quarterA,a.5,a,5,0,low,P.virginiana,late,149
6_low_quarterA_Cc.Pv_3_late,Cc.Pv,6,3,quarterA,c.1,c,1,0,low,P.virginiana,late,149
6_low_quarterA_Cc.Pv_3_late,Cc.Pv,6,3,quarterA,c.3,c,3,0,low,P.virginiana,late,149
6_low_quarterA_Cc.Pv_3_late,Cc.Pv,6,3,quarterA,c.6,c,6,1,low,C.canadensis,late,149
6_low_quarterA_Cc.Pv_3_late,Cc.Pv,6,3,quarterA,e.1,e,1,0,low,P.virginiana,late,149
6_low_quarterA_Cc.Pv_3_late,Cc.Pv,6,3,quarterA,e.4,e,4,1,low,C.canadensis,late,149
6_low_quarterA_Cc.Pv_3_late,Cc.Pv,6,3,quarterA,e.6,e,6,0,low,P.virginiana,late,149
6_low_quarterB_Cc.Pv_3_late,Cc.Pv,6,3,quarterB,a.2,a,2,0,low,P.virginiana,late,150
6_low_quarterB_Cc.Pv_3_late,Cc.Pv,6,3,quarterB,a.5,a,5,0,low,P.virginiana,late,150
6_low_quarterB_Cc.Pv_3_late,Cc.Pv,6,3,quarterB,c.1,c,1,0,low,P.virginiana,late,150
6_low_quarterB_Cc.Pv_3_late,Cc.Pv,6,3,quarterB,c.3,c,3,1,low,C.canadensis,late,150
6_low_quarterB_Cc.Pv_3_late,Cc.Pv,6,3,quarterB,c.6,c,6,1,low,C.canadensis,late,150
6_low_quarterB_Cc.Pv_3_late,Cc.Pv,6,3,quarterB,e.1,e,1,1,low,C.canadensis,late,150
6_low_quarterB_Cc.Pv_3_late,Cc.Pv,6,3,quarterB,e.4,e,4,1,low,C.canadensis,late,150
6_low_quarterB_Cc.Pv_3_late,Cc.Pv,6,3,quarterB,e.6,e,6,1,low,C.canadensis,late,150
6_low_monoA_Hm.Pv_1_late,Hm.Pv,6,1,monoA,a.2,a,2,1,low,P.virginiana,late,151
6_low_monoA_Hm.Pv_1_late,Hm.Pv,6,1,monoA,a.5,a,5,1,low,P.virginiana,late,151
6_low_monoA_Hm.Pv_1_late,Hm.Pv,6,1,monoA,c.1,c,1,1,low,P.virginiana,late,151
6_low_monoA_Hm.Pv_1_late,Hm.Pv,6,1,monoA,c.3,c,3,1,low,P.virginiana,late,151
6_low_monoA_Hm.Pv_1_late,Hm.Pv,6,1,monoA,c.6,c,6,1,low,P.virginiana,late,151
6_low_monoA_Hm.Pv_1_late,Hm.Pv,6,1,monoA,e.1,e,1,1,low,P.virginiana,late,151
6_low_monoA_Hm.Pv_1_late,Hm.Pv,6,1,monoA,e.4,e,4,1,low,P.virginiana,late,151
6_low_monoA_Hm.Pv_1_late,Hm.Pv,6,1,monoA,e.6,e,6,1,low,P.virginiana,late,151
6_low_monoB_Hm.Pv_1_late,Hm.Pv,6,1,monoB,a.2,a,2,0,low,H.matronalis,late,152
6_low_monoB_Hm.Pv_1_late,Hm.Pv,6,1,monoB,a.5,a,5,0,low,H.matronalis,late,152
6_low_monoB_Hm.Pv_1_late,Hm.Pv,6,1,monoB,c.1,c,1,0,low,H.matronalis,late,152
6_low_monoB_Hm.Pv_1_late,Hm.Pv,6,1,monoB,c.3,c,3,0,low,H.matronalis,late,152
6_low_monoB_Hm.Pv_1_late,Hm.Pv,6,1,monoB,c.6,c,6,0,low,H.matronalis,late,152
6_low_monoB_Hm.Pv_1_late,Hm.Pv,6,1,monoB,e.1,e,1,0,low,H.matronalis,late,152
6_low_monoB_Hm.Pv_1_late,Hm.Pv,6,1,monoB,e.4,e,4,0,low,H.matronalis,late,152
6_low_monoB_Hm.Pv_1_late,Hm.Pv,6,1,monoB,e.6,e,6,0,low,H.matronalis,late,152
6_low_quarterA_Hm.Pv_1_late,Hm.Pv,6,1,quarterA,a.2,a,2,0,low,H.matronalis,late,153
6_low_quarterA_Hm.Pv_1_late,Hm.Pv,6,1,quarterA,a.5,a,5,0,low,H.matronalis,late,153
